global_step,episode_idx,ep_reward,recent_mean_top15of20,lr,entropy_coef,rollout_horizon,phase_idx
2768757,2876,376.82119205296385,877.8384624344981,3.3085653333333335e-05,0.0007462848,3200,1
2769757,2877,846.4285714285513,894.7012611938484,3.3085653333333335e-05,0.0007462848,3200,1
2770496,2878,926.0999999999892,895.4945945271814,3.3085653333333335e-05,0.0007462848,3200,1
2771496,2879,678.124999999983,878.8629278605142,3.3085653333333335e-05,0.0007462848,3200,1
2772252,2880,924.3999999999943,879.3362611938481,3.304298666666666e-05,0.0007456448,3200,1
2773252,2881,849.9999999999857,890.7945945271816,3.304298666666666e-05,0.0007456448,3200,1
2773892,2882,935.9999999999865,893.6527846760939,3.304298666666666e-05,0.0007456448,3200,1
2774892,2883,236.76975945015974,879.1089494840246,3.304298666666666e-05,0.0007456448,3200,1
2775892,2884,608.3333333333154,857.1978383729129,3.300032e-05,0.0007450048,3200,1
2776892,2885,896.4412811387745,876.4050348932768,3.300032e-05,0.0007450048,3200,1
2777892,2886,833.7979094076485,872.4835671071702,3.300032e-05,0.0007450048,3200,1
2778663,2887,922.8999999999847,883.634646919377,3.295765333333333e-05,0.0007443648,3200,1
2779663,2888,526.8115942028826,864.4116864173465,3.295765333333333e-05,0.0007443648,3200,1
2780663,2889,873.1543624160865,860.068643911753,3.295765333333333e-05,0.0007443648,3200,1
2781337,2890,932.5999999999897,881.6864216895314,3.295765333333333e-05,0.0007443648,3200,1
2782337,2891,883.4437086092585,882.1512963811294,3.291498666666667e-05,0.0007437247999999999,3200,1
2782948,2892,938.8999999999884,886.2860555333459,3.291498666666667e-05,0.0007437247999999999,3200,1
2783948,2893,879.0940766550358,899.6839939770161,3.291498666666667e-05,0.0007437247999999999,3200,1
2784948,2894,889.5470383275104,897.547129865518,3.287232e-05,0.0007430848,3200,1
2785948,2895,736.2369337978917,884.602925452045,3.287232e-05,0.0007430848,3200,1
2786693,2896,925.4999999999862,897.2204631988513,3.287232e-05,0.0007430848,3200,1
2787465,2897,922.7999999999847,902.3118917702802,3.287232e-05,0.0007430848,3200,1
2788465,2898,707.5601374570255,889.6543540234737,3.2829653333333336e-05,0.0007424447999999999,3200,1
2789192,2899,927.2999999999944,902.3918917702806,3.2829653333333336e-05,0.0007424447999999999,3200,1
2790192,2900,498.5915492957596,889.8476873568071,3.2829653333333336e-05,0.0007424447999999999,3200,1
2790871,2901,932.0999999999893,895.3210206901406,3.2829653333333336e-05,0.0007424447999999999,3200,1
2791677,2902,919.399999999983,894.2143540234738,3.278698666666667e-05,0.0007418048,3200,1
2792400,2903,927.6999999999888,906.978558436947,3.278698666666667e-05,0.0007418048,3200,1
2793046,2904,935.3999999999927,913.7520311431032,3.278698666666667e-05,0.0007418048,3200,1
2794046,2905,896.4912280701548,913.7553609385285,3.278698666666667e-05,0.0007418048,3200,1
2795046,2906,896.8944099378691,915.338030773314,3.2744320000000006e-05,0.0007411647999999999,3200,1
2795676,2907,936.9999999999884,916.2780307733143,3.2744320000000006e-05,0.0007411647999999999,3200,1
2796676,2908,433.08823529410125,916.2780307733143,3.2744320000000006e-05,0.0007411647999999999,3200,1
2797676,2909,893.1972789115518,917.2182442570821,3.2701653333333334e-05,0.0007405248000000001,3200,1
2798423,2910,925.2999999999939,916.7315775904157,3.2701653333333334e-05,0.0007405248000000001,3200,1
2799423,2911,562.1621621621457,916.4416021268008,3.2701653333333334e-05,0.0007405248000000001,3200,1
2800423,2912,889.2473118279412,913.131422915331,3.2701653333333334e-05,0.0007405248000000001,3200,1
2801146,2913,927.6999999999845,916.3718178049943,3.265898666666667e-05,0.0007398848,3200,1
2801839,2914,930.6999999999894,919.1153485831595,3.265898666666667e-05,0.0007398848,3200,1
2802839,2915,884.8484848484661,919.1153485831595,3.265898666666667e-05,0.0007398848,3200,1
2803839,2916,708.6642599277837,916.4052475730582,3.261632e-05,0.0007392448000000001,3200,1
2804551,2917,928.7999999999832,916.8052475730581,3.261632e-05,0.0007392448000000001,3200,1
2805222,2918,932.8999999999895,920.008681916493,3.261632e-05,0.0007392448000000001,3200,1
2806222,2919,-29.577464788733177,917.1785809063911,3.261632e-05,0.0007392448000000001,3200,1
2807091,2920,913.0999999999909,919.0620152498261,3.257365333333333e-05,0.0007386048,3200,1
2808091,2921,896.5635738831415,916.6929201753695,3.257365333333333e-05,0.0007386048,3200,1
2809091,2922,896.78456591638,915.185224569796,3.257365333333333e-05,0.0007386048,3200,1
2810091,2923,851.2195121951013,912.3284568930278,3.257365333333333e-05,0.0007386048,3200,1
2810832,2924,217.16719242901195,906.7164243727017,3.2530986666666665e-05,0.0007379648,3200,1
2811832,2925,434.01360544216107,894.1946264965437,3.2530986666666665e-05,0.0007379648,3200,1
2812480,2926,935.1999999999904,896.748332500685,3.2530986666666665e-05,0.0007379648,3200,1
2813480,2927,581.4814814814645,873.0470979327835,3.248832e-05,0.0007373248,3200,1
2814227,2928,925.2999999999842,895.9683325006847,3.248832e-05,0.0007373248,3200,1
2815227,2929,838.0530973451238,892.2920537295896,3.248832e-05,0.0007373248,3200,1
2816227,2930,886.3481228668717,889.6952619207148,3.248832e-05,0.0007373248,3200,1
2817227,2931,759.4249201277798,893.0793059340479,3.2445653333333335e-05,0.0007366848,3200,1
2818227,2932,256.1643835616263,881.0404358073706,3.2445653333333335e-05,0.0007366848,3200,1
2819227,2933,862.1451104100794,876.6701098347104,3.2445653333333335e-05,0.0007366848,3200,1
2820227,2934,885.4545454545263,873.6537461983461,3.240298666666667e-05,0.0007360448,3200,1
2821227,2935,645.6445993031201,857.7068204953231,3.240298666666667e-05,0.0007360448,3200,1
2821823,2936,940.3999999999884,873.1558698334701,3.240298666666667e-05,0.0007360448,3200,1
2822823,2937,884.2271293375244,870.1843451226395,3.240298666666667e-05,0.0007360448,3200,1
2823823,2938,467.1641791044586,846.7564438880711,3.2360320000000004e-05,0.0007354048,3200,1
2824823,2939,896.4157706093013,867.7520631632602,3.2360320000000004e-05,0.0007354048,3200,1
2825823,2940,834.0659340659203,862.4831254343222,3.2360320000000004e-05,0.0007354048,3200,1
2826576,2941,924.6999999999832,864.358887175445,3.231765333333334e-05,0.0007347648,3200,1
2827576,2942,299.3506493506328,843.3386815464506,3.231765333333334e-05,0.0007347648,3200,1
2828576,2943,411.5606936416004,817.7349926737411,3.231765333333334e-05,0.0007347648,3200,1
2829576,2944,493.5251798560962,819.4923927238502,3.227498666666667e-05,0.0007341248,3200,1
2830576,2945,752.9411764705701,836.7867924981485,3.227498666666667e-05,0.0007341248,3200,1
2831576,2946,451.7241379310242,807.3418044885556,3.227498666666667e-05,0.0007341248,3200,1
2832576,2947,655.5555555555375,812.2800760934938,3.227498666666667e-05,0.0007341248,3200,1
2833344,2948,923.1999999999841,812.1400760934938,3.223232e-05,0.0007334848,3200,1
2834344,2949,802.7355623100192,809.7855737578201,3.223232e-05,0.0007334848,3200,1
2835344,2950,379.8850574712496,781.8399775069926,3.223232e-05,0.0007334848,3200,1
2836344,2951,727.067669172913,779.6828274433349,3.218965333333333e-05,0.0007328447999999999,3200,1
2836923,2952,942.0999999999939,811.3452155030371,3.218965333333333e-05,0.0007328447999999999,3200,1
2837923,2953,889.0109890109754,813.1362740764303,3.218965333333333e-05,0.0007328447999999999,3200,1
2838923,2954,-14.191419141914148,785.2502496530924,3.218965333333333e-05,0.0007328447999999999,3200,1
2839923,2955,532.8671328671168,777.7317518906922,3.2146986666666664e-05,0.0007322048,3200,1
2840923,2956,887.499999999985,774.2050852240252,3.2146986666666664e-05,0.0007322048,3200,1
2841923,2957,840.4388714733317,771.285868033079,3.2146986666666664e-05,0.0007322048,3200,1
2842923,2958,821.3836477987206,794.9004992793632,3.210432e-05,0.0007315647999999999,3200,1
2843923,2959,889.9665551839236,794.4705515843381,3.210432e-05,0.0007315647999999999,3200,1
2844923,2960,881.0126582278357,797.6003331951324,3.210432e-05,0.0007315647999999999,3200,1
2845690,2961,923.2999999999836,797.506999861799,3.206165333333333e-05,0.0007309248,3200,1
2846511,2962,316.1412639405071,797.506999861799,3.206165333333333e-05,0.0007309248,3200,1
2847511,2963,509.4890510948761,798.5712579443845,3.206165333333333e-05,0.0007309248,3200,1
2848511,2964,646.6666666666522,807.7164323158362,3.206165333333333e-05,0.0007309248,3200,1
2849270,2965,924.0999999999844,819.1270205511304,3.201898666666667e-05,0.0007302847999999999,3200,1
2850270,2966,751.1326860841253,833.6780574322643,3.201898666666667e-05,0.0007302847999999999,3200,1
2851270,2967,162.82051282051788,825.4988292530363,3.201898666666667e-05,0.0007302847999999999,3200,1
2852270,2968,881.1912225705096,822.6982440910713,3.197632e-05,0.0007296448,3200,1
2853270,2969,786.4468864468711,821.6123323668614,3.197632e-05,0.0007296448,3200,1
2854070,2970,919.9999999999837,847.4211901757193,3.197632e-05,0.0007296448,3200,1
2855070,2971,714.1891891891689,846.5626248434696,3.193365333333334e-05,0.0007290048,3200,1
2856070,2972,810.344827586187,837.7789466825492,3.193365333333334e-05,0.0007290048,3200,1
2857070,2973,660.7142857142663,822.5591664627685,3.193365333333334e-05,0.0007290048,3200,1
2857770,2974,929.9999999999926,841.448055351658,3.193365333333334e-05,0.0007290048,3200,1
2858686,2975,908.3999999999885,857.9604363040395,3.189098666666667e-05,0.0007283648000000001,3200,1
2859686,2976,856.228956228936,855.8757000526361,3.189098666666667e-05,0.0007283648000000001,3200,1
2860686,2977,816.1073825503172,854.2536007911019,3.189098666666667e-05,0.0007283648000000001,3200,1
2861686,2978,535.7388316151049,843.5423099854717,3.1848320000000006e-05,0.0007277248,3136,1
2862643,2979,904.2999999999834,844.4978729732088,3.1848320000000006e-05,0.0007277248,3136,1
2863407,2980,923.5999999999899,847.3370290913524,3.1848320000000006e-05,0.0007277248,3136,1
2864077,2981,932.9999999999856,847.9836957580193,3.1848320000000006e-05,0.0007277248,3136,1
2865077,2982,891.0179640718377,863.3372743151907,3.180650666666667e-05,0.0007270976,3136,1
2866077,2983,419.08396946563283,863.3372743151907,3.180650666666667e-05,0.0007270976,3136,1
2866957,2984,911.999999999982,876.5246617025783,3.180650666666667e-05,0.0007270976,3136,1
2867957,2985,892.7007299269854,874.431377031045,3.1764693333333335e-05,0.0007264704,3136,1
2868957,2986,666.6666666666493,871.9684772380479,3.1764693333333335e-05,0.0007264704,3136,1
2869729,2987,922.7999999999906,885.875864625436,3.1764693333333335e-05,0.0007264704,3136,1
2870729,2988,887.6543209876342,886.3067378532444,3.1764693333333335e-05,0.0007264704,3136,1
2871729,2989,225.50335570468914,881.4895580360642,3.172288e-05,0.0007258432,3136,1
2872729,2990,688.3211678831929,866.0443025616114,3.172288e-05,0.0007258432,3136,1
2873484,2991,924.4999999999844,880.0650232823325,3.172288e-05,0.0007258432,3136,1
2874484,2992,274.99999999998306,870.48647922103,3.1681066666666664e-05,0.000725216,3136,1
2875484,2993,321.22186495175066,870.48647922103,3.1681066666666664e-05,0.000725216,3136,1
2876484,2994,884.7328244274674,867.4686675161951,3.1681066666666664e-05,0.000725216,3136,1
2877484,2995,873.8805970149065,865.1673739838562,3.1639253333333335e-05,0.0007245888,3136,1
2878484,2996,613.8554216867318,849.0091383477092,3.1639253333333335e-05,0.0007245888,3136,1
2879311,2997,917.2999999999812,855.7553128443535,3.1639253333333335e-05,0.0007245888,3136,1
2880006,2998,930.4999999999889,876.8649513985706,3.1639253333333335e-05,0.0007245888,3136,1
2880805,2999,920.0999999999837,877.918284731904,3.1597440000000006e-05,0.0007239616,3136,1
2881805,3000,323.20819112626157,857.2686461776867,3.1597440000000006e-05,0.0007239616,3136,1
2882805,3001,896.8051118210706,854.8556536324257,3.1597440000000006e-05,0.0007239616,3136,1
2883516,3002,928.8999999999861,857.3811226943022,3.155562666666667e-05,0.0007233344,3136,1
2884136,3003,937.9999999999898,878.9907612485196,3.155562666666667e-05,0.0007233344,3136,1
2885136,3004,870.5882352940972,876.2299769347939,3.155562666666667e-05,0.0007233344,3136,1
2886136,3005,859.04436860066,873.9862195130389,3.155562666666667e-05,0.0007233344,3136,1
2887136,3006,862.5850340135989,887.0474440028355,3.1513813333333335e-05,0.0007227072,3136,1
2888136,3007,699.9999999999868,872.1941106695018,3.1513813333333335e-05,0.0007227072,3136,1
2889136,3008,660.5042016806591,857.0507693823703,3.1513813333333335e-05,0.0007227072,3136,1
2889737,3009,939.8999999999947,875.6771559369926,3.1472e-05,0.0007220799999999999,3136,1
2890737,3010,469.9999999999813,873.8226915234903,3.1472e-05,0.0007220799999999999,3136,1
2891737,3011,793.77289377288,865.1075511083501,3.1472e-05,0.0007220799999999999,3136,1
2892737,3012,577.1929824561207,865.1075511083501,3.1430186666666664e-05,0.0007214528,3136,1
2893737,3013,314.6341463414493,865.1075511083501,3.1430186666666664e-05,0.0007214528,3136,1
2894737,3014,492.85714285712424,847.049057592301,3.1430186666666664e-05,0.0007214528,3136,1
2895737,3015,855.9748427672729,845.8553406424587,3.1430186666666664e-05,0.0007214528,3136,1
2896481,3016,925.5999999999909,866.6383125300093,3.138837333333333e-05,0.0007208256,3136,1
2897481,3017,862.585034013592,862.9906481309168,3.138837333333333e-05,0.0007208256,3136,1
2898481,3018,777.4193548386977,852.7852717868307,3.138837333333333e-05,0.0007208256,3136,1
2899481,3019,734.3195266272013,840.3999068953119,3.1346560000000006e-05,0.0007201983999999999,3136,1
2900481,3020,828.571428571416,851.604388688029,3.1346560000000006e-05,0.0007201983999999999,3136,1
2901434,3021,904.6999999999883,852.1307145666235,3.1346560000000006e-05,0.0007201983999999999,3136,1
2902434,3022,250.1577287066087,834.237661345335,3.130474666666667e-05,0.0007195712000000001,3136,1
2903434,3023,874.9999999999797,830.0376613453343,3.130474666666667e-05,0.0007195712000000001,3136,1
2904351,3024,908.2999999999811,832.5517789923932,3.130474666666667e-05,0.0007195712000000001,3136,1
2905351,3025,857.2953736654637,832.4351793300468,3.1262933333333335e-05,0.000718944,3136,1
2906351,3026,504.2296072507354,813.4090425595483,3.1262933333333335e-05,0.000718944,3136,1
2907351,3027,337.3088685015133,800.3576830429316,3.1262933333333335e-05,0.000718944,3136,1
2908351,3028,516.4383561643664,790.7532933418454,3.1262933333333335e-05,0.000718944,3136,1
2909351,3029,727.1604938271448,776.5706595969888,3.122112e-05,0.0007183167999999999,3136,1
2910219,3030,913.1999999999879,803.8353524469388,3.122112e-05,0.0007183167999999999,3136,1
2910961,3031,925.7999999999836,812.6371595287458,3.122112e-05,0.0007183167999999999,3136,1
2911961,3032,890.4153354632431,833.5186497292206,3.1179306666666664e-05,0.0007176896,3136,1
2912961,3033,339.8496240601319,833.5186497292206,3.1179306666666664e-05,0.0007176896,3136,1
2913961,3034,345.4545454545288,833.5186497292206,3.1179306666666664e-05,0.0007176896,3136,1
2914653,3035,930.7999999999863,838.5069935447349,3.1179306666666664e-05,0.0007176896,3136,1
2915283,3036,206.6652173912953,810.4156340281178,3.113749333333333e-05,0.0007170624,3136,1
2916283,3037,880.6451612903103,811.6196425132324,3.113749333333333e-05,0.0007170624,3136,1
2917283,3038,424.3055555555513,788.0787225610226,3.113749333333333e-05,0.0007170624,3136,1
2918283,3039,887.3817034700187,798.282867683877,3.1095680000000007e-05,0.0007164352,3136,1
2919230,3040,905.2999999999791,803.3981057791146,3.1095680000000007e-05,0.0007164352,3136,1
2920230,3041,318.51851851850216,766.115075476084,3.1095680000000007e-05,0.0007164352,3136,1
2921018,3042,921.1999999999817,804.4981057791142,3.105386666666667e-05,0.0007158080000000001,3136,1
2921696,3043,932.1999999999853,808.3114391124478,3.105386666666667e-05,0.0007158080000000001,3136,1
2922477,3044,921.8999999999882,809.218105779115,3.105386666666667e-05,0.0007158080000000001,3136,1
2923239,3045,923.7999999999847,813.6517475347498,3.105386666666667e-05,0.0007158080000000001,3136,1
2924031,3046,920.7999999999882,841.4231070513666,3.105386666666667e-05,0.0007158080000000001,3136,1
2925031,3047,263.63636363634527,841.4231070513666,3.1012053333333335e-05,0.0007151808,3136,1
2926031,3048,880.4560260586114,865.690951710983,3.1012053333333335e-05,0.0007151808,3136,1
2926618,3049,941.2999999999872,879.9669187891725,3.1012053333333335e-05,0.0007151808,3136,1
2927296,3050,932.1999999999958,881.2335854558397,3.097024e-05,0.0007145535999999999,3136,1
2928296,3051,324.7491638795821,842.5438884861427,3.097024e-05,0.0007145535999999999,3136,1
2929296,3052,458.55855855854605,813.7534366924962,3.097024e-05,0.0007145535999999999,3136,1
2930296,3053,541.3793103448086,826.8150876851815,3.097024e-05,0.0007145535999999999,3136,1
2931296,3054,347.0198675496615,826.8150876851815,3.0928426666666664e-05,0.0007139264000000001,3136,1
2931999,3055,929.69999999999,826.7417543518484,3.0928426666666664e-05,0.0007139264000000001,3136,1
2932757,3056,924.199999999989,860.0680506481443,3.0928426666666664e-05,0.0007139264000000001,3136,1
2933757,3057,893.0555555555326,860.8954102658258,3.088661333333333e-05,0.0007132992,3136,1
2934450,3058,930.6999999999935,892.3715063619222,3.088661333333333e-05,0.0007132992,3136,1
2935450,3059,892.805755395663,892.7331098236319,3.088661333333333e-05,0.0007132992,3136,1
2936246,3060,920.399999999992,893.7397764902994,3.088661333333333e-05,0.0007132992,3136,1
2937246,3061,256.6433566433395,893.7397764902994,3.084480000000001e-05,0.000712672,3136,1
2938011,3062,923.4999999999823,893.8931098236328,3.084480000000001e-05,0.000712672,3136,1
2939011,3063,735.3658536585174,880.7708334008682,3.084480000000001e-05,0.000712672,3136,1
2940011,3064,877.5641025640841,877.8151069051414,3.080298666666667e-05,0.0007120448000000001,3136,1
2940692,3065,931.8999999999965,878.3551069051422,3.080298666666667e-05,0.0007120448000000001,3136,1
2941301,3066,939.0999999999971,879.5751069051427,3.080298666666667e-05,0.0007120448000000001,3136,1
2942050,3067,925.0999999999838,905.1564862154878,3.080298666666667e-05,0.0007120448000000001,3136,1
2943050,3068,875.2650176678251,904.8104189894352,3.0761173333333335e-05,0.0007114176,3136,1
2944050,3069,889.9328859060208,901.3859447165042,3.0761173333333335e-05,0.0007114176,3136,1
2944763,3070,928.6999999999848,901.1526113831701,3.0761173333333335e-05,0.0007114176,3136,1
2945763,3071,891.8699186991761,911.586215719214,3.0761173333333335e-05,0.0007114176,3136,1
2946763,3072,453.7459283387543,911.586215719214,3.071936e-05,0.0007107904,3136,1
2947763,3073,855.3264604810801,911.586215719214,3.071936e-05,0.0007107904,3136,1
2948553,3074,920.9999999999809,914.6352145413578,3.071936e-05,0.0007107904,3136,1
2949553,3075,336.8231046931226,911.0062157192134,3.0677546666666664e-05,0.0007101632,3136,1
2950553,3076,366.23794212217615,906.4146464179528,3.0677546666666664e-05,0.0007101632,3136,1
2951553,3077,887.3417721518864,906.0337275243764,3.0677546666666664e-05,0.0007101632,3136,1
2952234,3078,931.8999999999876,906.113727524376,3.0677546666666664e-05,0.0007101632,3136,1
2952931,3079,930.2999999999923,908.6133438313313,3.063573333333333e-05,0.000709536,3136,1
2953931,3080,886.2542955326272,906.3369635335071,3.063573333333333e-05,0.000709536,3136,1
2954692,3081,923.8999999999845,910.9085328347672,3.063573333333333e-05,0.000709536,3136,1
2955528,3082,916.3999999999905,910.4351995014346,3.059392e-05,0.0007089087999999999,3072,1
2956528,3083,693.9560439560311,910.4351995014346,3.059392e-05,0.0007089087999999999,3072,1
2957193,3084,933.4999999999949,914.1642593304953,3.059392e-05,0.0007089087999999999,3072,1
2958193,3085,882.6989619377034,910.8841901263423,3.059392e-05,0.0007089087999999999,3072,1
2959193,3086,886.3481228668717,907.3673983174673,3.055296e-05,0.0007082944000000001,3072,1
2960193,3087,896.4664310953866,905.4584937238275,3.055296e-05,0.0007082944000000001,3072,1
2960674,3088,83.88405797101635,904.1292565780445,3.055296e-05,0.0007082944000000001,3072,1
2961674,3089,896.7213114753931,904.5818182826694,3.0512e-05,0.00070768,3072,1
2962674,3090,890.415335463243,902.0295073135533,3.0512e-05,0.00070768,3072,1
2963474,3091,919.9999999999823,903.9048460669403,3.0512e-05,0.00070768,3072,1
2964123,3092,935.0999999999952,909.2230820348681,3.0512e-05,0.00070768,3072,1
2965123,3093,876.3513513513287,909.2230820348681,3.047104e-05,0.0007070656,3072,1
2965850,3094,927.2999999999957,909.6430820348689,3.047104e-05,0.0007070656,3072,1
2966850,3095,442.1245421245251,909.6430820348689,3.047104e-05,0.0007070656,3072,1
2967850,3096,669.7368421052469,909.6430820348689,3.043008e-05,0.0007064511999999999,3072,1
2968850,3097,447.23127035828975,908.9103873148318,3.043008e-05,0.0007064511999999999,3072,1
2969850,3098,890.936555891217,906.1794910409137,3.043008e-05,0.0007064511999999999,3072,1
2970850,3099,506.38297872338785,890.4232273046497,3.038912e-05,0.0007058368,3072,1
2971850,3100,728.6604361370506,879.9169700116112,3.038912e-05,0.0007058368,3072,1
2972608,3101,924.1999999999925,879.9369700116117,3.038912e-05,0.0007058368,3072,1
2973608,3102,886.5319865319659,877.9457691137434,3.038912e-05,0.0007058368,3072,1
2974608,3103,629.4832826747582,876.3311556570245,3.034816e-05,0.0007052224000000001,3072,1
2975608,3104,893.4426229508032,873.6606638537451,3.034816e-05,0.0007052224000000001,3072,1
2976608,3105,873.856209150305,873.0711470012518,3.034816e-05,0.0007052224000000001,3072,1
2977266,3106,934.199999999989,876.2612721434597,3.03072e-05,0.000704608,3072,1
2978266,3107,652.3219814241357,859.9849754987096,3.03072e-05,0.000704608,3072,1
2979021,3108,924.4999999999832,878.1301767370994,3.03072e-05,0.000704608,3072,1
2979817,3109,920.399999999992,879.7087559720727,3.03072e-05,0.000704608,3072,1
2980536,3110,928.0999999999876,882.221066941189,3.026624e-05,0.0007039936,3072,1
2981536,3111,776.923076923063,872.6826054027277,3.026624e-05,0.0007039936,3072,1
2982201,3112,933.4999999999934,872.575938736061,3.026624e-05,0.0007039936,3072,1
2982950,3113,925.0999999999858,875.8258486459714,3.026624e-05,0.0007039936,3072,1
2983682,3114,926.7999999999846,875.7925153126373,3.0225280000000002e-05,0.0007033792,3072,1
2984682,3115,750.9090909090728,881.2039985662257,3.0225280000000002e-05,0.0007033792,3072,1
2985682,3116,882.1428571428369,891.4361599666115,3.0225280000000002e-05,0.0007033792,3072,1
2986539,3117,914.29999999999,902.3288872393392,3.018432e-05,0.0007027648,3072,1
2987256,3118,928.299999999986,904.8197835132572,3.018432e-05,0.0007027648,3072,1
2988022,3119,923.3999999999821,914.5849117183851,3.018432e-05,0.0007027648,3072,1
2989022,3120,892.805755395664,915.8482148014092,3.018432e-05,0.0007027648,3072,1
2990022,3121,879.8657718120608,912.8925995888803,3.014336e-05,0.0007021504,3072,1
2991022,3122,880.3921568627211,912.4832776109306,3.014336e-05,0.0007021504,3072,1
2991657,3123,936.4999999999862,916.258892823459,3.014336e-05,0.0007021504,3072,1
2992284,3124,937.2999999999921,919.1827179600716,3.014336e-05,0.0007021504,3072,1
2993179,3125,910.4999999999802,921.1899075025556,3.01024e-05,0.000701536,3072,1
2994179,3126,881.2499999999831,917.6599075025551,3.01024e-05,0.000701536,3072,1
2994776,3127,940.2999999999857,921.596574169222,3.01024e-05,0.000701536,3072,1
2995576,3128,919.9999999999934,921.2965741692227,3.006144e-05,0.0007009216,3072,1
2996400,3129,917.599999999992,921.109907502556,3.006144e-05,0.0007009216,3072,1
2997179,3130,922.0999999999826,920.7099075025557,3.006144e-05,0.0007009216,3072,1
2998179,3131,879.6610169491366,920.7099075025557,3.006144e-05,0.0007009216,3072,1
2999179,3132,884.2271293375245,917.4250494583911,3.002048e-05,0.0007003072,3072,1
2999966,3133,921.2999999999862,917.1717161250577,3.002048e-05,0.0007003072,3072,1
3000966,3134,241.69278996863937,914.135049458391,3.002048e-05,0.0007003072,3072,1
3001670,3135,929.5999999999938,917.358382791725,2.998464e-05,0.0006996928,3072,2
3002670,3136,692.9824561403309,917.2988589822015,2.998464e-05,0.0006996928,3072,2
3003670,3137,741.8079096045097,915.0383361063836,2.998464e-05,0.0006996928,3072,2
3004670,3138,892.3954372623358,912.6446985905402,2.995392e-05,0.0006990784,3072,2
3005670,3139,878.1249999999831,909.7424167113454,2.995392e-05,0.0006990784,3072,2
3006670,3140,858.9442815249072,908.8661008149103,2.995392e-05,0.0006990784,3072,2
3007670,3141,509.66542750927596,908.7500493607718,2.995392e-05,0.0006990784,3072,2
3008670,3142,892.4242424242234,909.5521883982053,2.9923200000000002e-05,0.000698464,3072,2
3009370,3143,929.999999999987,909.1188550648719,2.9923200000000002e-05,0.000698464,3072,2
3010071,3144,929.8999999999908,908.6255217315386,2.9923200000000002e-05,0.000698464,3072,2
3010787,3145,928.399999999984,909.8188550648721,2.989248e-05,0.0006978495999999999,3072,2
3011787,3146,631.1475409835896,908.3318071665337,2.989248e-05,0.0006978495999999999,3072,2
3012787,3147,599.6587030716529,895.0990011401686,2.989248e-05,0.0006978495999999999,3072,2
3013517,3148,926.9999999999861,895.5656678068349,2.989248e-05,0.0006978495999999999,3072,2
3014517,3149,624.9190938511182,880.5911648828575,2.986176e-05,0.0006972352,3072,2
3015233,3150,928.3999999999933,881.0111648828582,2.986176e-05,0.0006972352,3072,2
3016233,3151,885.8657243816077,881.4248120450229,2.986176e-05,0.0006972352,3072,2
3017233,3152,757.1428571428415,872.9525272320441,2.9831040000000002e-05,0.0006966208,3072,2
3018019,3153,921.3999999999917,872.9591938987111,2.9831040000000002e-05,0.0006966208,3072,2
3018830,3154,918.8999999999842,888.0203634893546,2.9831040000000002e-05,0.0006966208,3072,2
3019830,3155,723.1511254019129,874.257105182816,2.9831040000000002e-05,0.0006966208,3072,2
3020830,3156,349.5114006514491,874.257105182816,2.980032e-05,0.0006960064,3072,2
3021830,3157,667.0807453415969,869.2752942319551,2.980032e-05,0.0006960064,3072,2
3022830,3158,736.2989323843249,858.868860573421,2.980032e-05,0.0006960064,3072,2
3023830,3159,291.75257731957214,842.4036966389947,2.97696e-05,0.000695392,3072,2
3024830,3160,860.2446483180206,842.4903877585356,2.97696e-05,0.000695392,3072,2
3025830,3161,886.4864864864638,859.5129841253939,2.97696e-05,0.000695392,3072,2
3026683,3162,914.6999999999894,860.998034630445,2.973888e-05,0.0006947776,3072,2
3027683,3163,889.9665551839252,858.3291383093742,2.973888e-05,0.0006947776,3072,2
3028683,3164,868.4542586750655,854.2327555543792,2.973888e-05,0.0006947776,3072,2
3029407,3165,927.5999999999831,854.1794222210458,2.9708160000000002e-05,0.0006941632,3072,2
3030023,3166,938.3999999999864,872.2673725316051,2.9708160000000002e-05,0.0006941632,3072,2
3031023,3167,856.98924731181,881.1899139922649,2.9708160000000002e-05,0.0006941632,3072,2
3032023,3168,892.0948616600652,878.8629047696035,2.9708160000000002e-05,0.0006941632,3072,2
3033023,3169,490.27777777776123,878.8629047696035,2.967744e-05,0.0006935487999999999,3072,2
3034023,3170,889.6907216494649,876.2822862129016,2.967744e-05,0.0006935487999999999,3072,2
3035023,3171,878.5714285714082,875.795999825555,2.967744e-05,0.0006935487999999999,3072,2
3036023,3172,868.4210526315594,883.2145461914695,2.964672e-05,0.0006929344,3072,2
3036793,3173,922.9999999999824,883.3212128581356,2.964672e-05,0.0006929344,3072,2
3037485,3174,930.7999999999882,884.1145461914691,2.964672e-05,0.0006929344,3072,2
3038149,3175,933.59999999999,897.2679506991802,2.964672e-05,0.0006929344,3072,2
3039149,3176,334.62897526500325,897.2679506991802,2.9616000000000002e-05,0.00069232,3072,2
3040149,3177,778.2608695651977,897.2679506991802,2.9616000000000002e-05,0.00069232,3072,2
3041149,3178,892.0318725099479,899.6041257123893,2.9616000000000002e-05,0.00069232,3072,2
3042149,3179,749.8498498498308,899.6041257123893,2.958528e-05,0.0006917056,3072,2
3043149,3180,884.1897233201461,901.2004640458644,2.958528e-05,0.0006917056,3072,2
3043839,3181,930.9999999999866,904.1680316134326,2.958528e-05,0.0006917056,3072,2
